molecule_chembl_id,canonical_smiles,standard_type,standard_value,standard_units,pchembl_value,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_pref_name,parent_molecule_chembl_id,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,target_chembl_id,target_organism,target_pref_name,target_tax_id,type,units,uo_units,value,standard_value_nm,standard_units_standardized,mol_weight,log_p,hbd,hba,tpsa,rotatable_bonds,aromatic_rings,is_valid_molecule,activity_class,is_active,pic50
CHEMBL368468,CN1C(=O)/C(=C(/O)Nc2ccccc2)c2ccccc2C1=O,IC50,170.0,nM,6.77,1238287.0,[],CHEMBL762905,Concentration of drug that causes a 50% decrease in the maximal inhibition of Prostaglandin G/H synthase 2 activity as measured by PGE2 production('+' indicates 90-110% inhibition),B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1129978,J Med Chem,1997.0,"{""bei"": ""23.00"", ""le"": ""0.42"", ""lle"": ""4.13"", ""sei"": ""9.72""}",,CHEMBL368468,0.0,http://www.openphacts.org/units/Nanomolar,348811.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.17,170.0,nM,294.3100000000001,2.637500000000001,2,4,69.64000000000001,2,2,true,Moderately Active,1,6.769551078621726
CHEMBL1766290,CS(=O)(=O)c1ccc(-n2nc(CNC(=O)NC3CCCCCC3)cc2-c2ccccc2)cc1,IC50,10000.0,nM,,6168017.0,[],CHEMBL1768320,Inhibition of human recombinant COX-2 after 2 mins by fluorescence assay,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1765073,J Med Chem,2011.0,,,CHEMBL1766290,0.0,http://www.openphacts.org/units/Nanomolar,1417116.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,10.0,10000.0,nM,466.60700000000037,4.464800000000004,2,5,93.09,6,3,true,Low Activity,0,5.0
CHEMBL419561,Cc1nc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)co1,IC50,4150.0,nM,5.38,175695.0,[],CHEMBL655565,Inhibitory activity against human Prostaglandin G/H synthase 2,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1133620,J Med Chem,2000.0,"{""bei"": ""14.49"", ""le"": ""0.29"", ""lle"": ""2.12"", ""sei"": ""6.90""}",,CHEMBL419561,0.0,http://www.openphacts.org/units/Nanomolar,203192.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,4.15,4150.0,nM,371.3400000000001,3.258020000000001,0,6,77.99,3,3,true,Low Activity,0,5.381951903287907
CHEMBL1288617,O=C(O)C1=Cc2cc(Cl)c(Cl)c(Cl)c2OC1C(F)(F)F,IC50,43.0,nM,7.37,3594337.0,[],CHEMBL1291683,Inhibition of human COX-2,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1287761,Bioorg Med Chem Lett,2010.0,"{""bei"": ""21.20"", ""le"": ""0.50"", ""lle"": ""2.93"", ""sei"": ""15.83""}",,CHEMBL1288617,0.0,http://www.openphacts.org/units/Nanomolar,973719.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.043,43.0,nM,347.503,4.4381,1,2,46.53,1,1,true,Highly Active,1,7.366531544420413
CHEMBL1916957,O=C(NS(=O)(=O)c1ccc(F)cc1)c1ccncc1,IC50,12100.0,nM,4.92,7941370.0,[],CHEMBL1918778,Inhibition of COX2 by chemiluminescent enzyme assay,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1914339,Bioorg Med Chem,2011.0,"{""bei"": ""17.54"", ""le"": ""0.35"", ""lle"": ""3.58"", ""sei"": ""6.46""}",,CHEMBL1916957,0.0,http://www.openphacts.org/units/Nanomolar,1559483.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,12.1,12100.0,nM,280.28000000000003,1.3394,1,4,76.13,3,2,true,Low Activity,0,4.917214629683549
CHEMBL177606,CN1C(O)=C(C(=O)Nc2ccc(F)cc2F)c2cc(Cl)ccc2S1(=O)=O,IC50,300.0,nM,6.52,1239409.0,[],CHEMBL762905,Concentration of drug that causes a 50% decrease in the maximal inhibition of Prostaglandin G/H synthase 2 activity as measured by PGE2 production('+' indicates 90-110% inhibition),B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1129978,J Med Chem,1997.0,"{""bei"": ""16.28"", ""le"": ""0.34"", ""lle"": ""3.40"", ""sei"": ""7.52""}",,CHEMBL177606,0.0,http://www.openphacts.org/units/Nanomolar,348773.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.3,300.0,nM,400.79000000000013,3.1176000000000013,2,4,86.71000000000001,2,2,true,Moderately Active,1,6.5228787452803365
CHEMBL109047,Cc1ccccc1OC1=C(c2ccc(S(C)(=O)=O)cc2)C(C)(C)OC1=O,IC50,20.0,nM,7.70,897247.0,[],CHEMBL665721,In vitro inhibitory potency against human COX-2 in stably transfected chinese hamster ovary (CHO) cells,B,BAO_0000190,BAO_0000219,cell-based format,CHEMBL1132677,Bioorg Med Chem Lett,1999.0,"{""bei"": ""20.67"", ""le"": ""0.40"", ""lle"": ""4.18"", ""sei"": ""11.05""}",,CHEMBL109047,0.0,http://www.openphacts.org/units/Nanomolar,203403.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.02,60.0,nM,372.4420000000002,3.524020000000002,0,5,69.67000000000002,4,2,true,Highly Active,1,7.221848749616355
CHEMBL159303,Oc1ccc([C@H]2Oc3cc(O)cc(O)c3C[C@H]2O)cc1,IC50,69700.0,nM,4.16,2428806.0,[],CHEMBL1020816,Inhibition of COX2,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1159315,J Nat Prod,2002.0,"{""bei"": ""15.16"", ""le"": ""0.28"", ""lle"": ""2.32"", ""sei"": ""4.61""}","EPIAFZELECHIN (2R,3R)(-)",CHEMBL159303,0.0,http://www.openphacts.org/units/Nanomolar,788448.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,69.7,69700.0,nM,274.272,1.8404999999999996,4,5,90.15,1,2,true,Low Activity,0,4.15676722190199
CHEMBL1095380,O=C(O)c1cc(/C=C/c2ccc(O)cc2)ccc1O,IC50,500000.0,nM,,16465902.0,[],CHEMBL3768233,Inhibition of human recombinant COX-2 using arachidonic acid as substrate assessed as PGE2 production preincubated for 10 mins followed by substrate addition incubated for 2 mins by ELISA,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL3763065,Bioorg Med Chem Lett,2016.0,,,CHEMBL1095380,0.0,http://www.openphacts.org/units/Nanomolar,2758857.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,500.0,500000.0,nM,256.257,2.9664000000000006,3,3,77.76,3,2,true,Low Activity,0,3.301029995663981
CHEMBL1078090,CS(=O)(=O)Nc1ccncc1Nc1cccc(Cl)c1,IC50,730.0,nM,6.14,3219433.0,[],CHEMBL1106771,Inhibition of COX2 in LPS-stimulated human whole blood assessed as PGE2 production by enzyme immunoassay,B,BAO_0000190,BAO_0000221,tissue-based format,CHEMBL1154327,J Med Chem,2009.0,"{""bei"": ""20.61"", ""le"": ""0.44"", ""lle"": ""3.29"", ""sei"": ""8.63""}",,CHEMBL1078090,0.0,http://www.openphacts.org/units/Nanomolar,896751.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.73,730.0,nM,297.76700000000005,2.8501000000000003,2,4,71.09,4,2,true,Moderately Active,1,6.136677139879543
CHEMBL110660,Cc1cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)no1,IC50,410.0,nM,6.39,125660.5,[],CHEMBL655565,Inhibitory activity against human Prostaglandin G/H synthase 2,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1133620,J Med Chem,2000.5,"{""bei"": ""17.15"", ""le"": ""0.35"", ""lle"": ""3.89"", ""sei"": ""6.14""}",,CHEMBL110660,0.0,http://www.openphacts.org/units/Nanomolar,204881.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.41,408.69,nM,372.3280000000001,2.50192,1,6,104.01,3,3,true,Moderately Active,1,6.388605988659708
CHEMBL96947,Cc1cncc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)c1,IC50,3800.0,nM,5.42,1087415.5,[],CHEMBL768682,Inhibition of Prostaglandin G/H synthase 2 was measured by the inhibition of PGE-2 produced by lipopolysaccharide-challenged HWB,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1130609,Bioorg Med Chem Lett,1998.0,"{""bei"": ""15.10"", ""le"": ""0.31"", ""lle"": ""1.24"", ""sei"": ""9.05""}",,CHEMBL96947,0.0,http://www.openphacts.org/units/Nanomolar,173676.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,3.8,1943.5,nM,358.8500000000001,4.175920000000003,0,4,59.92,3,3,true,Low Activity,0,5.711415455032714
CHEMBL514418,COc1ccc(-c2cnnn2-c2ccc(S(C)(=O)=O)cc2)cc1,IC50,170.0,nM,6.77,2495725.0,[],CHEMBL989581,Inhibition of COX2 by enzyme immunoassay,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1143392,Bioorg Med Chem,2009.0,"{""bei"": ""20.55"", ""le"": ""0.40"", ""lle"": ""4.42"", ""sei"": ""9.14""}",,CHEMBL514418,0.0,http://www.openphacts.org/units/Nanomolar,779456.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.17,170.0,nM,329.38100000000003,2.3464,0,6,74.08000000000001,4,3,true,Moderately Active,1,6.769551078621726
CHEMBL320961,Cc1cccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)n1,IC50,2884.03,nM,5.54,136989.5,[],CHEMBL763870,Inhibition of human Prostaglandin G/H synthase 2,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1134614,J Med Chem,2000.5,"{""bei"": ""14.53"", ""le"": ""0.29"", ""lle"": ""1.87"", ""sei"": ""8.54""}",,CHEMBL320961,0.0,http://www.openphacts.org/units/Nanomolar,204901.5,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,pIC50,,UO_0000065,5.54,2892.0150000000003,nM,381.3790000000001,3.665020000000003,0,5,64.85,3,3,true,Low Activity,0,5.538799458818608
CHEMBL116199,Cc1nc(Cl)c(-c2ccc(F)cc2)n1-c1ccc(S(C)(=O)=O)cc1,IC50,10000.0,nM,,122232.0,[],CHEMBL762914,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (COX-2) in 143982 cells,B,BAO_0000190,BAO_0000219,cell-based format,CHEMBL1145864,J Med Chem,2003.0,,,CHEMBL116199,0.0,http://www.openphacts.org/units/Nanomolar,220564.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,10.0,10000.0,nM,364.8290000000001,4.043720000000003,0,4,51.96,3,3,true,Low Activity,0,5.0
CHEMBL4529760,COc1ccccc1/C=C/C1=NNC(=O)CC1,IC50,103.17,nM,6.99,19023151.0,[],CHEMBL4347975,Inhibition of human COX2 assessed as reduction in PGF2alpha production using arachidonic acid as substrate preincubated with enzyme for 10 mins followed by substrate addition by ELISA,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL4346673,Eur J Med Chem,2019.0,"{""bei"": ""30.34"", ""le"": ""0.56"", ""lle"": ""5.02"", ""sei"": ""13.78""}",,CHEMBL4529760,0.0,http://www.openphacts.org/units/Nanomolar,3173872.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,nM,UO_0000065,103.17,103.17,nM,230.26699999999997,1.9743999999999997,1,3,50.69,3,1,true,Moderately Active,1,6.986446569458324
CHEMBL5277159,COc1ccc(C2=NN(C(N)=O)C(c3cn(-c4ccccc4)nc3-c3ccccc3)C2)cc1,IC50,1090.0,nM,5.96,25035101.0,"[{""comments"": null, ""relation"": ""="", ""result_flag"": 0, ""standard_relation"": ""="", ""standard_text_value"": null, ""standard_type"": ""TIME"", ""standard_units"": ""hr"", ""standard_value"": ""0.1167"", ""text_value"": null, ""type"": ""TIME"", ""units"": ""min"", ""value"": ""7.0""}]",CHEMBL5243078,Inhibition of human recombinant COX-2 using arachidonic acid as substrate preincubated for 5 mins followed by substrate addition and measured after 2 mins by enzyme immunoassay,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL5241111,RSC Med Chem,2022.0,"{""bei"": ""13.63"", ""le"": ""0.25"", ""lle"": ""1.18"", ""sei"": ""6.95""}",,CHEMBL5277159,0.0,http://www.openphacts.org/units/Nanomolar,3920530.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,1.09,1090.0,nM,437.50300000000016,4.777700000000004,1,5,85.74,5,4,true,Low Activity,0,5.962573502059376
CHEMBL3910569,O=C(CNc1nc(-c2ccccc2)c(-c2ccccc2)s1)N1CCCCC1,IC50,15120.0,nM,4.82,16827581.0,[],CHEMBL3874648,Inhibition of human recombinant COX-2 assessed as reduction in oxidation of TMPD using arachidonic acid as substrate preincubated for 5 mins followed by substrate and TMPD addition measured after 5 mins by colorimetric assay,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL3872255,Bioorg Med Chem,2017.0,"{""bei"": ""12.77"", ""le"": ""0.24"", ""lle"": ""-0.08"", ""sei"": ""10.66""}",,CHEMBL3910569,0.0,http://www.openphacts.org/units/Nanomolar,2813645.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,15.12,15120.0,nM,377.51300000000026,4.901500000000004,1,4,45.230000000000004,5,3,true,Low Activity,0,4.8204482088348115
CHEMBL43664,COc1ccc(-c2ccc(CCC(=O)O)n2-c2ccc(C(C)=O)cc2)cc1,IC50,4600.0,nM,5.34,46232.0,[],CHEMBL762912,In vitro inhibitory activity against human prostaglandin G/H synthase 2,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1130038,J Med Chem,1997.0,"{""bei"": ""14.69"", ""le"": ""0.27"", ""lle"": ""0.97"", ""sei"": ""7.79""}",,CHEMBL43664,0.0,http://www.openphacts.org/units/Nanomolar,69570.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,4.6,3500.0,nM,363.41300000000007,4.372700000000003,1,4,68.53,7,3,true,Low Activity,0,5.455931955649723
CHEMBL17091,CC(C)(C)c1cc(-c2nsc(N)n2)cc(C(C)(C)C)c1O,IC50,20000.0,nM,,748145.0,[],CHEMBL655563,Inhibition of recombinant human prostaglandin G/H synthase 2 (COX-2),B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1132622,J Med Chem,1999.0,,,CHEMBL17091,0.0,http://www.openphacts.org/units/Nanomolar,19136.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,20.0,20000.0,nM,305.44700000000006,4.087900000000003,2,5,72.03,1,2,true,Low Activity,0,4.698970004336019
CHEMBL4096972,Cc1c(C(=O)N(C)c2ccccc2)nc2ccc(Cl)cc2c1O,IC50,1740.0,nM,5.76,18015395.0,[],CHEMBL4004893,Inhibition of recombinant human COX2 using arachidonic acid as substrate assessed as decrease in PGF2 production preincubated for 15 mins followed by substrate addition measured after 2 mins by enzyme immunoassay,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL4004781,Eur J Med Chem,2017.0,"{""bei"": ""17.62"", ""le"": ""0.34"", ""lle"": ""1.58"", ""sei"": ""10.78""}",,CHEMBL4096972,0.0,http://www.openphacts.org/units/Nanomolar,2985278.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,1.74,1740.0,nM,326.7830000000001,4.1788200000000035,1,3,53.43000000000001,2,3,true,Low Activity,0,5.7594507517174
CHEMBL1775107,Nc1ccc(Oc2ccc(OCCN3CCCC3)cc2)cc1,IC50,100000.0,nM,,6190313.0,[],CHEMBL1777072,Inhibition of COX2 in human whole blood assessed as inhibition of LPS-induced PGE2 production after 24 hrs by ELISA,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1772961,J Med Chem,2011.0,,,CHEMBL1775107,0.0,http://www.openphacts.org/units/Nanomolar,1423330.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,100.0,68150.0,nM,298.3859999999999,3.535700000000003,1,4,47.720000000000006,6,2,true,Low Activity,0,4.166534139829307
CHEMBL1775099,FC(F)(F)c1ccccc1Oc1ccc(OCCN2CCCC2)cc1,IC50,41400.0,nM,4.38,6190305.0,[],CHEMBL1777070,Inhibition of purified COX2 assessed as formation of oxidized TMPD during reduction og PGG2 to PGH2 preincubated for 15 mins by chromogenic assay,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1772961,J Med Chem,2011.0,"{""bei"": ""12.47"", ""le"": ""0.24"", ""lle"": ""-0.59"", ""sei"": ""20.20""}",,CHEMBL1775099,0.0,http://www.openphacts.org/units/Nanomolar,1423322.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,41.4,23200.0,nM,351.3680000000001,4.972300000000004,0,3,21.700000000000003,6,2,true,Low Activity,0,4.6345120151091
CHEMBL29403,Cc1cc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc2c1OCO2,IC50,52.48,nM,7.28,660949.0,[],CHEMBL763870,Inhibition of human Prostaglandin G/H synthase 2,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1134614,J Med Chem,1999.0,"{""bei"": ""17.11"", ""le"": ""0.34"", ""lle"": ""4.04"", ""sei"": ""7.55""}",,CHEMBL29403,0.0,http://www.openphacts.org/units/Nanomolar,124175.5,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,pIC50,,UO_0000065,7.28,52.239999999999995,nM,425.3880000000002,3.2426200000000005,1,6,96.44000000000001,3,3,true,Highly Active,1,7.2819968317329815
CHEMBL414883,C[C@@H]1C[C@H]2O[C@@H]2/C=C\C=C\C(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1,IC50,27.0,nM,7.57,2324518.0,[],CHEMBL1008495,Inhibition of COX2,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1151260,J Nat Prod,2005.0,"{""bei"": ""20.75"", ""le"": ""0.41"", ""lle"": ""4.88"", ""sei"": ""7.85""}",RADICICOL,CHEMBL414883,0.0,http://www.openphacts.org/units/Nanomolar,789188.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,nM,UO_0000065,27.0,27.0,nM,364.78100000000006,2.6916000000000015,2,6,96.36,0,1,true,Highly Active,1,7.568636235841011
CHEMBL1956388,CN(C)c1ccc(-c2nnnn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,7000.0,nM,5.16,8057234.0,[],CHEMBL1960446,Competitive inhibition of human recombinant COX2 by enzyme immunoassay,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1955784,Bioorg Med Chem Lett,2012.0,"{""bei"": ""14.97"", ""le"": ""0.29"", ""lle"": ""4.11"", ""sei"": ""4.82""}",,CHEMBL1956388,0.0,http://www.openphacts.org/units/Nanomolar,1580675.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,7.0,7000.0,nM,344.4000000000001,1.0426999999999995,1,7,107.0,4,3,true,Low Activity,0,5.154901959985742
CHEMBL1086883,O=C(Nc1ccc(-c2ccc(Cl)cc2Cl)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,IC50,74800.0,nM,,3189027.0,[],CHEMBL1100221,Inhibition of human COX2 in IL1-beta treated human FF cells assessed as blockade of SnCl2-mediated PGH2 to PGF2alpha conversion after 50 mins by ELISA,B,BAO_0000190,BAO_0000219,cell-based format,CHEMBL1154975,Bioorg Med Chem Lett,2010.0,,,CHEMBL1086883,0.0,http://www.openphacts.org/units/Nanomolar,892978.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,74.8,74800.0,nM,461.32600000000014,4.817600000000004,3,4,95.5,3,3,true,Low Activity,0,4.126098402135538
CHEMBL329419,CS(=O)(=O)c1ccc(-c2cccnc2-c2cccnc2)cc1,IC50,33000.0,nM,,1087412.5,[],CHEMBL768682,Inhibition of Prostaglandin G/H synthase 2 was measured by the inhibition of PGE-2 produced by lipopolysaccharide-challenged HWB,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1130609,Bioorg Med Chem Lett,1998.0,,,CHEMBL329419,0.0,http://www.openphacts.org/units/Nanomolar,173684.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,33.0,16805.0,nM,310.37800000000004,3.214100000000001,0,4,59.92,3,3,true,Low Activity,0,4.774561483194503
CHEMBL3289939,CN(C)c1ccc(/C=C/C(=O)/C=C/c2ccc(N(C)C)cc2[N+](=O)[O-])c([N+](=O)[O-])c1,IC50,15000.0,nM,4.82,15062377.0,[],CHEMBL3370271,Inhibition of human recombinant COX2 using arachidonic acid substrate assessed as PGE2 production ELISA method after 2 mins,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL3352402,Bioorg Med Chem,2014.0,"{""bei"": ""11.75"", ""le"": ""0.22"", ""lle"": ""0.89"", ""sei"": ""4.39""}",,CHEMBL3289939,0.0,http://www.openphacts.org/units/Nanomolar,2261197.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,15.0,15000.0,nM,410.4300000000001,3.9307000000000025,0,7,109.83000000000001,8,2,true,Low Activity,0,4.823908740944319
CHEMBL4285341,NS(=O)(=O)c1ccc(-c2conc2-c2ccc(F)cc2)cc1,IC50,42.0,nM,7.38,18748649.0,[],CHEMBL4263336,"Inhibition of recombinant human COX-2 assessed as reduction of prostaglandin-G2 to prostaglandin-H2 by measuring oxidation of 10-acetyl-3,7-dihydroxyphenoxazine to resorufin after 5 mins by fluorescence based assay",B,BAO_0000190,BAO_0000357,single protein format,CHEMBL4261574,Medchemcomm,2018.0,"{""bei"": ""23.17"", ""le"": ""0.46"", ""lle"": ""4.58"", ""sei"": ""8.56""}",,CHEMBL4285341,0.0,http://www.openphacts.org/units/Nanomolar,3115149.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.042,42.0,nM,318.329,2.7951000000000015,1,4,86.19000000000001,3,3,true,Highly Active,1,7.376750709602099
CHEMBL1092137,CC(C(=O)O)c1ccn(C(F)F)c(=O)c1,IC50,5500.0,nM,5.26,3258175.0,[],CHEMBL1114349,Inhibition of human recombinant COX2 by enzyme immuno assay,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1156301,Bioorg Med Chem Lett,2010.0,"{""bei"": ""24.22"", ""le"": ""0.48"", ""lle"": ""3.83"", ""sei"": ""8.87""}",,CHEMBL1092137,0.0,http://www.openphacts.org/units/Nanomolar,901392.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,5.5,5500.0,nM,217.17099999999996,1.4315,1,3,59.3,3,1,true,Low Activity,0,5.259637310505755
CHEMBL489489,C/C(=C\c1ccc(N(C)C)cc1)c1cc(O)cc(O)c1,IC50,1740.0,nM,5.76,2507756.0,[],CHEMBL941537,Inhibition of COX2,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1140997,Bioorg Med Chem,2009.0,"{""bei"": ""21.38"", ""le"": ""0.39"", ""lle"": ""2.04"", ""sei"": ""13.18""}",,CHEMBL489489,0.0,http://www.openphacts.org/units/Nanomolar,727517.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,1.74,1740.0,nM,269.344,3.724300000000003,2,3,43.7,3,2,true,Low Activity,0,5.7594507517174
CHEMBL170639,CS(=O)(=O)c1ccc(-c2oc(=O)oc2-c2ccccc2)cc1,IC50,30000.0,nM,,504843.0,[],CHEMBL769643,Inhibitory activity against human recombinant Prostaglandin G/H synthase 2 expressed in microsomes taken from baculovirus infected Sf9 cells,B,BAO_0000190,BAO_0000219,cell-based format,CHEMBL1128908,Bioorg Med Chem Lett,1996.0,,,CHEMBL170639,0.0,http://www.openphacts.org/units/Nanomolar,340942.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,30.0,30000.0,nM,316.334,2.970300000000001,0,5,77.49,3,3,true,Low Activity,0,4.522878745280337
CHEMBL2283172,CS(=O)(=O)c1ccc(/C=C(\c2ccccc2)c2ccc(F)cc2)cc1,IC50,32.0,nM,7.50,12533575.0,[],CHEMBL3076632,Inhibition of COX2 (unknown origin),B,BAO_0000190,BAO_0000357,single protein format,CHEMBL3045408,Med Chem Res,2013.0,"{""bei"": ""21.27"", ""le"": ""0.41"", ""lle"": ""2.67"", ""sei"": ""21.95""}",,CHEMBL2283172,0.0,http://www.openphacts.org/units/Nanomolar,1825666.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.032,32.0,nM,352.43000000000006,4.818100000000004,0,2,34.14,4,3,true,Highly Active,1,7.494850021680094
CHEMBL406328,Nc1cccc(NC(=O)c2ccc(C(F)(F)F)cc2)c1,IC50,100000.0,nM,,2160517.0,[],CHEMBL936641,Inhibition of COX2,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1144769,J Med Chem,2008.0,,,CHEMBL406328,0.0,http://www.openphacts.org/units/Nanomolar,707939.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,100.0,100000.0,nM,280.24899999999997,3.539900000000001,2,2,55.12,2,2,true,Low Activity,0,3.999999999999999
CHEMBL70921,NS(=O)(=O)c1ccc(-c2coc(=O)n2-c2ccc(F)cc2)cc1,IC50,1500.0,nM,5.82,1198754.0,[],CHEMBL768956,Inhibitory activity against prostaglandin G/H synthase 2,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1133663,J Med Chem,2003.0,"{""bei"": ""17.42"", ""le"": ""0.35"", ""lle"": ""3.94"", ""sei"": ""6.11""}",,CHEMBL70921,0.0,http://www.openphacts.org/units/Nanomolar,235284.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,1.5,1500.0,nM,334.328,1.884,1,5,95.30000000000001,3,3,true,Low Activity,0,5.823908740944319
